cell_id,lat,lon,elevation_ft,slope_deg,aspect_deg,aspect_cardinal,elevation_band,avy_slope,north_facing,terrain_risk_score,composite_risk_score,geopoint,geoshape
MBR-000961,41.496944,-106.173981,9688.0,27.5,175.0,S,near_treeline,False,False,2,2,"41.496944,-106.173981","{""type"": ""Polygon"", ""coordinates"": [[[-106.17842592577924, 41.493611111005215], [-106.1695370368808, 41.493611111005215], [-106.1695370368808, 41.50027777767905], [-106.17842592577924, 41.50027777767905], [-106.17842592577924, 41.493611111005215]]]}"
MBR-000962,41.496944,-106.165,9368.0,34.7,102.0,E,below_treeline,True,False,3,3,"41.496944,-106.165000","{""type"": ""Polygon"", ""coordinates"": [[[-106.1694444442881, 41.493611111005215], [-106.16055555538966, 41.493611111005215], [-106.16055555538966, 41.50027777767905], [-106.1694444442881, 41.50027777767905], [-106.1694444442881, 41.493611111005215]]]}"
MBR-000963,41.496944,-106.156019,8906.0,33.8,100.0,E,below_treeline,True,False,3,3,"41.496944,-106.156019","{""type"": ""Polygon"", ""coordinates"": [[[-106.16046296279696, 41.493611111005215], [-106.15157407389852, 41.493611111005215], [-106.15157407389852, 41.50027777767905], [-106.16046296279696, 41.50027777767905], [-106.16046296279696, 41.493611111005215]]]}"
MBR-000964,41.496944,-106.147037,8757.0,30.8,167.0,S,below_treeline,True,False,2,2,"41.496944,-106.147037","{""type"": ""Polygon"", ""coordinates"": [[[-106.15148148130581, 41.493611111005215], [-106.14259259240737, 41.493611111005215], [-106.14259259240737, 41.50027777767905], [-106.15148148130581, 41.50027777767905], [-106.15148148130581, 41.493611111005215]]]}"
MBR-000965,41.496944,-106.138056,8912.0,36.4,131.0,SE,below_treeline,True,False,2,2,"41.496944,-106.138056","{""type"": ""Polygon"", ""coordinates"": [[[-106.14249999981467, 41.493611111005215], [-106.13361111091623, 41.493611111005215], [-106.13361111091623, 41.50027777767905], [-106.14249999981467, 41.50027777767905], [-106.14249999981467, 41.493611111005215]]]}"
MBR-000966,41.496944,-106.129074,8422.0,20.5,68.0,E,below_treeline,False,False,1,1,"41.496944,-106.129074","{""type"": ""Polygon"", ""coordinates"": [[[-106.13351851832353, 41.493611111005215], [-106.12462962942509, 41.493611111005215], [-106.12462962942509, 41.50027777767905], [-106.13351851832353, 41.50027777767905], [-106.13351851832353, 41.493611111005215]]]}"
MBR-000967,41.496944,-106.120093,8279.0,24.9,87.0,E,below_treeline,False,False,1,1,"41.496944,-106.120093","{""type"": ""Polygon"", ""coordinates"": [[[-106.12453703683238, 41.493611111005215], [-106.11564814793394, 41.493611111005215], [-106.11564814793394, 41.50027777767905], [-106.12453703683238, 41.50027777767905], [-106.12453703683238, 41.493611111005215]]]}"
MBR-000968,41.496944,-106.111111,8137.0,27.6,97.0,E,below_treeline,False,False,2,2,"41.496944,-106.111111","{""type"": ""Polygon"", ""coordinates"": [[[-106.11555555534123, 41.493611111005215], [-106.10666666644279, 41.493611111005215], [-106.10666666644279, 41.50027777767905], [-106.11555555534123, 41.50027777767905], [-106.11555555534123, 41.493611111005215]]]}"
MBR-000969,41.496944,-106.10213,8057.0,23.1,167.0,S,below_treeline,False,False,1,1,"41.496944,-106.102130","{""type"": ""Polygon"", ""coordinates"": [[[-106.1065740738501, 41.493611111005215], [-106.09768518495166, 41.493611111005215], [-106.09768518495166, 41.50027777767905], [-106.1065740738501, 41.50027777767905], [-106.1065740738501, 41.493611111005215]]]}"
MBR-000970,41.496944,-106.093148,8093.0,25.4,118.0,SE,below_treeline,False,False,2,2,"41.496944,-106.093148","{""type"": ""Polygon"", ""coordinates"": [[[-106.09759259235895, 41.493611111005215], [-106.08870370346051, 41.493611111005215], [-106.08870370346051, 41.50027777767905], [-106.09759259235895, 41.50027777767905], [-106.09759259235895, 41.493611111005215]]]}"
MBR-000971,41.490185,-106.641019,7819.0,41.2,235.0,SW,below_treeline,True,False,2,2,"41.490185,-106.641019","{""type"": ""Polygon"", ""coordinates"": [[[-106.6454629633187, 41.486851851738685], [-106.63657407442027, 41.486851851738685], [-106.63657407442027, 41.49351851841252], [-106.6454629633187, 41.49351851841252], [-106.6454629633187, 41.486851851738685]]]}"
MBR-000972,41.490185,-106.632037,8215.0,31.4,249.0,W,below_treeline,True,False,3,3,"41.490185,-106.632037","{""type"": ""Polygon"", ""coordinates"": [[[-106.63648148182756, 41.486851851738685], [-106.62759259292912, 41.486851851738685], [-106.62759259292912, 41.49351851841252], [-106.63648148182756, 41.49351851841252], [-106.63648148182756, 41.486851851738685]]]}"
MBR-000973,41.490185,-106.623056,8482.0,32.6,223.0,SW,below_treeline,True,False,2,2,"41.490185,-106.623056","{""type"": ""Polygon"", ""coordinates"": [[[-106.62750000033643, 41.486851851738685], [-106.61861111143799, 41.486851851738685], [-106.61861111143799, 41.49351851841252], [-106.62750000033643, 41.49351851841252], [-106.62750000033643, 41.486851851738685]]]}"
MBR-000974,41.490185,-106.614074,8737.0,30.9,233.0,SW,below_treeline,True,False,2,2,"41.490185,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.486851851738685], [-106.60962962994684, 41.486851851738685], [-106.60962962994684, 41.49351851841252], [-106.61851851884528, 41.49351851841252], [-106.61851851884528, 41.486851851738685]]]}"
MBR-000975,41.490185,-106.605093,8896.0,32.6,184.0,S,below_treeline,True,False,2,2,"41.490185,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.486851851738685], [-106.60064814845569, 41.486851851738685], [-106.60064814845569, 41.49351851841252], [-106.60953703735413, 41.49351851841252], [-106.60953703735413, 41.486851851738685]]]}"
MBR-000976,41.490185,-106.596111,8757.0,34.3,181.0,S,below_treeline,True,False,2,2,"41.490185,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.486851851738685], [-106.59166666696456, 41.486851851738685], [-106.59166666696456, 41.49351851841252], [-106.600555555863, 41.49351851841252], [-106.600555555863, 41.486851851738685]]]}"
MBR-000977,41.490185,-106.58713,8995.0,33.2,201.0,S,below_treeline,True,False,2,2,"41.490185,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.486851851738685], [-106.58268518547341, 41.486851851738685], [-106.58268518547341, 41.49351851841252], [-106.59157407437185, 41.49351851841252], [-106.59157407437185, 41.486851851738685]]]}"
MBR-000978,41.490185,-106.578148,8769.0,31.7,111.0,E,below_treeline,True,False,3,3,"41.490185,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.486851851738685], [-106.57370370398226, 41.486851851738685], [-106.57370370398226, 41.49351851841252], [-106.5825925928807, 41.49351851841252], [-106.5825925928807, 41.486851851738685]]]}"
MBR-000979,41.490185,-106.569167,8708.0,37.4,168.0,S,below_treeline,True,False,2,2,"41.490185,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.486851851738685], [-106.56472222249111, 41.486851851738685], [-106.56472222249111, 41.49351851841252], [-106.57361111138955, 41.49351851841252], [-106.57361111138955, 41.486851851738685]]]}"
MBR-000980,41.490185,-106.560185,8565.0,37.1,98.0,E,below_treeline,True,False,3,3,"41.490185,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.486851851738685], [-106.55574074099998, 41.486851851738685], [-106.55574074099998, 41.49351851841252], [-106.56462962989842, 41.49351851841252], [-106.56462962989842, 41.486851851738685]]]}"
MBR-000981,41.490185,-106.551204,8302.0,32.7,151.0,SE,below_treeline,True,False,2,2,"41.490185,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.486851851738685], [-106.54675925950883, 41.486851851738685], [-106.54675925950883, 41.49351851841252], [-106.55564814840727, 41.49351851841252], [-106.55564814840727, 41.486851851738685]]]}"
MBR-000982,41.490185,-106.542222,8249.0,23.1,254.0,W,below_treeline,False,False,1,1,"41.490185,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.486851851738685], [-106.53777777801768, 41.486851851738685], [-106.53777777801768, 41.49351851841252], [-106.54666666691612, 41.49351851841252], [-106.54666666691612, 41.486851851738685]]]}"
MBR-000983,41.490185,-106.533241,8277.0,24.6,168.0,S,below_treeline,False,False,1,1,"41.490185,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.486851851738685], [-106.52879629652655, 41.486851851738685], [-106.52879629652655, 41.49351851841252], [-106.53768518542499, 41.49351851841252], [-106.53768518542499, 41.486851851738685]]]}"
MBR-000984,41.490185,-106.524259,8421.0,35.3,167.0,S,below_treeline,True,False,2,2,"41.490185,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.486851851738685], [-106.5198148150354, 41.486851851738685], [-106.5198148150354, 41.49351851841252], [-106.52870370393384, 41.49351851841252], [-106.52870370393384, 41.486851851738685]]]}"
MBR-000985,41.490185,-106.515278,8282.0,34.2,147.0,SE,below_treeline,True,False,2,2,"41.490185,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.486851851738685], [-106.51083333354426, 41.486851851738685], [-106.51083333354426, 41.49351851841252], [-106.5197222224427, 41.49351851841252], [-106.5197222224427, 41.486851851738685]]]}"
MBR-000986,41.490185,-106.506296,8350.0,37.4,190.0,S,below_treeline,True,False,2,2,"41.490185,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.486851851738685], [-106.50185185205311, 41.486851851738685], [-106.50185185205311, 41.49351851841252], [-106.51074074095155, 41.49351851841252], [-106.51074074095155, 41.486851851738685]]]}"
MBR-000987,41.490185,-106.497315,8391.0,22.6,181.0,S,below_treeline,False,False,1,1,"41.490185,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.486851851738685], [-106.49287037056197, 41.486851851738685], [-106.49287037056197, 41.49351851841252], [-106.50175925946041, 41.49351851841252], [-106.50175925946041, 41.486851851738685]]]}"
MBR-000988,41.490185,-106.488333,8485.0,41.2,119.0,SE,below_treeline,True,False,2,2,"41.490185,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.486851851738685], [-106.48388888907083, 41.486851851738685], [-106.48388888907083, 41.49351851841252], [-106.49277777796927, 41.49351851841252], [-106.49277777796927, 41.486851851738685]]]}"
MBR-000989,41.490185,-106.479352,8411.0,20.1,128.0,SE,below_treeline,False,False,1,1,"41.490185,-106.479352","{""type"": ""Polygon"", ""coordinates"": [[[-106.48379629647812, 41.486851851738685], [-106.47490740757968, 41.486851851738685], [-106.47490740757968, 41.49351851841252], [-106.48379629647812, 41.49351851841252], [-106.48379629647812, 41.486851851738685]]]}"
MBR-000990,41.490185,-106.47037,8401.0,14.3,133.0,SE,below_treeline,False,False,1,1,"41.490185,-106.470370","{""type"": ""Polygon"", ""coordinates"": [[[-106.47481481498698, 41.486851851738685], [-106.46592592608854, 41.486851851738685], [-106.46592592608854, 41.49351851841252], [-106.47481481498698, 41.49351851841252], [-106.47481481498698, 41.486851851738685]]]}"
MBR-000991,41.490185,-106.461389,8330.0,29.8,134.0,SE,below_treeline,False,False,2,2,"41.490185,-106.461389","{""type"": ""Polygon"", ""coordinates"": [[[-106.46583333349584, 41.486851851738685], [-106.4569444445974, 41.486851851738685], [-106.4569444445974, 41.49351851841252], [-106.46583333349584, 41.49351851841252], [-106.46583333349584, 41.486851851738685]]]}"
MBR-000992,41.490185,-106.452407,8513.0,30.0,203.0,SW,below_treeline,True,False,2,2,"41.490185,-106.452407","{""type"": ""Polygon"", ""coordinates"": [[[-106.45685185200469, 41.486851851738685], [-106.44796296310625, 41.486851851738685], [-106.44796296310625, 41.49351851841252], [-106.45685185200469, 41.49351851841252], [-106.45685185200469, 41.486851851738685]]]}"
MBR-000993,41.490185,-106.443426,8668.0,26.0,178.0,S,below_treeline,False,False,2,2,"41.490185,-106.443426","{""type"": ""Polygon"", ""coordinates"": [[[-106.44787037051356, 41.486851851738685], [-106.43898148161512, 41.486851851738685], [-106.43898148161512, 41.49351851841252], [-106.44787037051356, 41.49351851841252], [-106.44787037051356, 41.486851851738685]]]}"
MBR-000994,41.490185,-106.434444,8597.0,25.5,173.0,S,below_treeline,False,False,2,2,"41.490185,-106.434444","{""type"": ""Polygon"", ""coordinates"": [[[-106.43888888902241, 41.486851851738685], [-106.43000000012397, 41.486851851738685], [-106.43000000012397, 41.49351851841252], [-106.43888888902241, 41.49351851841252], [-106.43888888902241, 41.486851851738685]]]}"
MBR-000995,41.490185,-106.425463,8803.0,25.1,229.0,SW,below_treeline,False,False,2,2,"41.490185,-106.425463","{""type"": ""Polygon"", ""coordinates"": [[[-106.42990740753126, 41.486851851738685], [-106.42101851863282, 41.486851851738685], [-106.42101851863282, 41.49351851841252], [-106.42990740753126, 41.49351851841252], [-106.42990740753126, 41.486851851738685]]]}"
MBR-000996,41.490185,-106.416481,8808.0,18.3,183.0,S,below_treeline,False,False,1,1,"41.490185,-106.416481","{""type"": ""Polygon"", ""coordinates"": [[[-106.42092592604011, 41.486851851738685], [-106.41203703714167, 41.486851851738685], [-106.41203703714167, 41.49351851841252], [-106.42092592604011, 41.49351851841252], [-106.42092592604011, 41.486851851738685]]]}"
MBR-000997,41.490185,-106.4075,8809.0,15.5,155.0,SE,below_treeline,False,False,1,1,"41.490185,-106.407500","{""type"": ""Polygon"", ""coordinates"": [[[-106.41194444454898, 41.486851851738685], [-106.40305555565054, 41.486851851738685], [-106.40305555565054, 41.49351851841252], [-106.41194444454898, 41.49351851841252], [-106.41194444454898, 41.486851851738685]]]}"
MBR-000998,41.490185,-106.398519,8836.0,28.9,234.0,SW,below_treeline,False,False,2,2,"41.490185,-106.398519","{""type"": ""Polygon"", ""coordinates"": [[[-106.40296296305783, 41.486851851738685], [-106.39407407415939, 41.486851851738685], [-106.39407407415939, 41.49351851841252], [-106.40296296305783, 41.49351851841252], [-106.40296296305783, 41.486851851738685]]]}"
MBR-000999,41.490185,-106.389537,8933.0,16.5,211.0,SW,below_treeline,False,False,1,1,"41.490185,-106.389537","{""type"": ""Polygon"", ""coordinates"": [[[-106.39398148156668, 41.486851851738685], [-106.38509259266824, 41.486851851738685], [-106.38509259266824, 41.49351851841252], [-106.39398148156668, 41.49351851841252], [-106.39398148156668, 41.486851851738685]]]}"
MBR-001000,41.490185,-106.380556,9058.0,23.4,199.0,S,below_treeline,False,False,1,1,"41.490185,-106.380556","{""type"": ""Polygon"", ""coordinates"": [[[-106.38500000007555, 41.486851851738685], [-106.37611111117711, 41.486851851738685], [-106.37611111117711, 41.49351851841252], [-106.38500000007555, 41.49351851841252], [-106.38500000007555, 41.486851851738685]]]}"
MBR-001001,41.490185,-106.371574,9087.0,29.0,151.0,SE,below_treeline,False,False,2,2,"41.490185,-106.371574","{""type"": ""Polygon"", ""coordinates"": [[[-106.3760185185844, 41.486851851738685], [-106.36712962968596, 41.486851851738685], [-106.36712962968596, 41.49351851841252], [-106.3760185185844, 41.49351851841252], [-106.3760185185844, 41.486851851738685]]]}"
MBR-001002,41.490185,-106.362593,9066.0,35.4,170.0,S,below_treeline,True,False,2,2,"41.490185,-106.362593","{""type"": ""Polygon"", ""coordinates"": [[[-106.36703703709325, 41.486851851738685], [-106.35814814819481, 41.486851851738685], [-106.35814814819481, 41.49351851841252], [-106.36703703709325, 41.49351851841252], [-106.36703703709325, 41.486851851738685]]]}"
MBR-001003,41.490185,-106.353611,9074.0,26.5,194.0,S,below_treeline,False,False,2,2,"41.490185,-106.353611","{""type"": ""Polygon"", ""coordinates"": [[[-106.3580555556021, 41.486851851738685], [-106.34916666670367, 41.486851851738685], [-106.34916666670367, 41.49351851841252], [-106.3580555556021, 41.49351851841252], [-106.3580555556021, 41.486851851738685]]]}"
MBR-001004,41.490185,-106.34463,9076.0,24.6,152.0,SE,below_treeline,False,False,1,1,"41.490185,-106.344630","{""type"": ""Polygon"", ""coordinates"": [[[-106.34907407411097, 41.486851851738685], [-106.34018518521253, 41.486851851738685], [-106.34018518521253, 41.49351851841252], [-106.34907407411097, 41.49351851841252], [-106.34907407411097, 41.486851851738685]]]}"
MBR-001005,41.490185,-106.335648,8999.0,26.9,152.0,SE,below_treeline,False,False,2,2,"41.490185,-106.335648","{""type"": ""Polygon"", ""coordinates"": [[[-106.34009259261983, 41.486851851738685], [-106.33120370372139, 41.486851851738685], [-106.33120370372139, 41.49351851841252], [-106.34009259261983, 41.49351851841252], [-106.34009259261983, 41.486851851738685]]]}"
MBR-001006,41.490185,-106.326667,9047.0,22.6,293.0,NW,below_treeline,False,True,1,1,"41.490185,-106.326667","{""type"": ""Polygon"", ""coordinates"": [[[-106.33111111112868, 41.486851851738685], [-106.32222222223024, 41.486851851738685], [-106.32222222223024, 41.49351851841252], [-106.33111111112868, 41.49351851841252], [-106.33111111112868, 41.486851851738685]]]}"
MBR-001007,41.490185,-106.317685,9294.0,20.1,280.0,W,below_treeline,False,False,1,1,"41.490185,-106.317685","{""type"": ""Polygon"", ""coordinates"": [[[-106.32212962963754, 41.486851851738685], [-106.3132407407391, 41.486851851738685], [-106.3132407407391, 41.49351851841252], [-106.32212962963754, 41.49351851841252], [-106.32212962963754, 41.486851851738685]]]}"
MBR-001008,41.490185,-106.308704,9544.0,22.2,262.0,W,near_treeline,False,False,1,1,"41.490185,-106.308704","{""type"": ""Polygon"", ""coordinates"": [[[-106.3131481481464, 41.486851851738685], [-106.30425925924796, 41.486851851738685], [-106.30425925924796, 41.49351851841252], [-106.3131481481464, 41.49351851841252], [-106.3131481481464, 41.486851851738685]]]}"
MBR-001009,41.490185,-106.299722,9758.0,24.6,293.0,NW,near_treeline,False,True,1,1,"41.490185,-106.299722","{""type"": ""Polygon"", ""coordinates"": [[[-106.30416666665525, 41.486851851738685], [-106.29527777775681, 41.486851851738685], [-106.29527777775681, 41.49351851841252], [-106.30416666665525, 41.49351851841252], [-106.30416666665525, 41.486851851738685]]]}"
MBR-001010,41.490185,-106.290741,9835.0,13.6,74.0,E,near_treeline,False,False,1,1,"41.490185,-106.290741","{""type"": ""Polygon"", ""coordinates"": [[[-106.29518518516412, 41.486851851738685], [-106.28629629626568, 41.486851851738685], [-106.28629629626568, 41.49351851841252], [-106.29518518516412, 41.49351851841252], [-106.29518518516412, 41.486851851738685]]]}"
MBR-001011,41.490185,-106.281759,9681.0,25.0,109.0,E,near_treeline,False,False,1,1,"41.490185,-106.281759","{""type"": ""Polygon"", ""coordinates"": [[[-106.28620370367297, 41.486851851738685], [-106.27731481477453, 41.486851851738685], [-106.27731481477453, 41.49351851841252], [-106.28620370367297, 41.49351851841252], [-106.28620370367297, 41.486851851738685]]]}"
MBR-001012,41.490185,-106.272778,9784.0,20.5,295.0,NW,near_treeline,False,True,1,1,"41.490185,-106.272778","{""type"": ""Polygon"", ""coordinates"": [[[-106.27722222218182, 41.486851851738685], [-106.26833333328338, 41.486851851738685], [-106.26833333328338, 41.49351851841252], [-106.27722222218182, 41.49351851841252], [-106.27722222218182, 41.486851851738685]]]}"
MBR-001013,41.490185,-106.263796,9936.0,14.3,275.0,W,near_treeline,False,False,1,1,"41.490185,-106.263796","{""type"": ""Polygon"", ""coordinates"": [[[-106.26824074069067, 41.486851851738685], [-106.25935185179223, 41.486851851738685], [-106.25935185179223, 41.49351851841252], [-106.26824074069067, 41.49351851841252], [-106.26824074069067, 41.486851851738685]]]}"
MBR-001014,41.490185,-106.254815,10137.0,60.4,190.0,S,near_treeline,False,False,3,3,"41.490185,-106.254815","{""type"": ""Polygon"", ""coordinates"": [[[-106.25925925919954, 41.486851851738685], [-106.2503703703011, 41.486851851738685], [-106.2503703703011, 41.49351851841252], [-106.25925925919954, 41.49351851841252], [-106.25925925919954, 41.486851851738685]]]}"
MBR-001015,41.490185,-106.245833,9641.0,59.6,102.0,E,near_treeline,False,False,3,3,"41.490185,-106.245833","{""type"": ""Polygon"", ""coordinates"": [[[-106.25027777770839, 41.486851851738685], [-106.24138888880995, 41.486851851738685], [-106.24138888880995, 41.49351851841252], [-106.25027777770839, 41.49351851841252], [-106.25027777770839, 41.486851851738685]]]}"
MBR-001016,41.490185,-106.236852,9530.0,57.7,234.0,SW,near_treeline,False,False,3,3,"41.490185,-106.236852","{""type"": ""Polygon"", ""coordinates"": [[[-106.24129629621724, 41.486851851738685], [-106.2324074073188, 41.486851851738685], [-106.2324074073188, 41.49351851841252], [-106.24129629621724, 41.49351851841252], [-106.24129629621724, 41.486851851738685]]]}"
MBR-001017,41.490185,-106.22787,9736.0,25.3,142.0,SE,near_treeline,False,False,2,2,"41.490185,-106.227870","{""type"": ""Polygon"", ""coordinates"": [[[-106.23231481472611, 41.486851851738685], [-106.22342592582767, 41.486851851738685], [-106.22342592582767, 41.49351851841252], [-106.23231481472611, 41.49351851841252], [-106.23231481472611, 41.486851851738685]]]}"
MBR-001018,41.490185,-106.218889,9724.0,35.7,143.0,SE,near_treeline,True,False,2,2,"41.490185,-106.218889","{""type"": ""Polygon"", ""coordinates"": [[[-106.22333333323496, 41.486851851738685], [-106.21444444433652, 41.486851851738685], [-106.21444444433652, 41.49351851841252], [-106.22333333323496, 41.49351851841252], [-106.22333333323496, 41.486851851738685]]]}"
MBR-001019,41.490185,-106.209907,9221.0,51.2,97.0,E,below_treeline,False,False,3,3,"41.490185,-106.209907","{""type"": ""Polygon"", ""coordinates"": [[[-106.21435185174381, 41.486851851738685], [-106.20546296284537, 41.486851851738685], [-106.20546296284537, 41.49351851841252], [-106.21435185174381, 41.49351851841252], [-106.21435185174381, 41.486851851738685]]]}"
MBR-001020,41.490185,-106.200926,9470.0,58.6,230.0,SW,below_treeline,False,False,3,3,"41.490185,-106.200926","{""type"": ""Polygon"", ""coordinates"": [[[-106.20537037025268, 41.486851851738685], [-106.19648148135424, 41.486851851738685], [-106.19648148135424, 41.49351851841252], [-106.20537037025268, 41.49351851841252], [-106.20537037025268, 41.486851851738685]]]}"
MBR-001021,41.490185,-106.191944,9851.0,38.4,168.0,S,near_treeline,True,False,2,2,"41.490185,-106.191944","{""type"": ""Polygon"", ""coordinates"": [[[-106.19638888876153, 41.486851851738685], [-106.18749999986309, 41.486851851738685], [-106.18749999986309, 41.49351851841252], [-106.19638888876153, 41.49351851841252], [-106.19638888876153, 41.486851851738685]]]}"
MBR-001022,41.490185,-106.182963,10034.0,28.9,204.0,SW,near_treeline,False,False,2,2,"41.490185,-106.182963","{""type"": ""Polygon"", ""coordinates"": [[[-106.18740740727038, 41.486851851738685], [-106.17851851837194, 41.486851851738685], [-106.17851851837194, 41.49351851841252], [-106.18740740727038, 41.49351851841252], [-106.18740740727038, 41.486851851738685]]]}"
MBR-001023,41.490185,-106.173981,9895.0,28.9,121.0,SE,near_treeline,False,False,2,2,"41.490185,-106.173981","{""type"": ""Polygon"", ""coordinates"": [[[-106.17842592577924, 41.486851851738685], [-106.1695370368808, 41.486851851738685], [-106.1695370368808, 41.49351851841252], [-106.17842592577924, 41.49351851841252], [-106.17842592577924, 41.486851851738685]]]}"
MBR-001024,41.490185,-106.165,9539.0,41.3,69.0,E,near_treeline,True,False,3,3,"41.490185,-106.165000","{""type"": ""Polygon"", ""coordinates"": [[[-106.1694444442881, 41.486851851738685], [-106.16055555538966, 41.486851851738685], [-106.16055555538966, 41.49351851841252], [-106.1694444442881, 41.49351851841252], [-106.1694444442881, 41.486851851738685]]]}"
MBR-001025,41.490185,-106.156019,9183.0,31.5,146.0,SE,below_treeline,True,False,2,2,"41.490185,-106.156019","{""type"": ""Polygon"", ""coordinates"": [[[-106.16046296279696, 41.486851851738685], [-106.15157407389852, 41.486851851738685], [-106.15157407389852, 41.49351851841252], [-106.16046296279696, 41.49351851841252], [-106.16046296279696, 41.486851851738685]]]}"
MBR-001026,41.490185,-106.147037,8853.0,31.6,134.0,SE,below_treeline,True,False,2,2,"41.490185,-106.147037","{""type"": ""Polygon"", ""coordinates"": [[[-106.15148148130581, 41.486851851738685], [-106.14259259240737, 41.486851851738685], [-106.14259259240737, 41.49351851841252], [-106.15148148130581, 41.49351851841252], [-106.15148148130581, 41.486851851738685]]]}"
MBR-001027,41.490185,-106.138056,8911.0,32.7,156.0,SE,below_treeline,True,False,2,2,"41.490185,-106.138056","{""type"": ""Polygon"", ""coordinates"": [[[-106.14249999981467, 41.486851851738685], [-106.13361111091623, 41.486851851738685], [-106.13361111091623, 41.49351851841252], [-106.14249999981467, 41.49351851841252], [-106.14249999981467, 41.486851851738685]]]}"
MBR-001028,41.490185,-106.129074,8500.0,20.7,108.0,E,below_treeline,False,False,1,1,"41.490185,-106.129074","{""type"": ""Polygon"", ""coordinates"": [[[-106.13351851832353, 41.486851851738685], [-106.12462962942509, 41.486851851738685], [-106.12462962942509, 41.49351851841252], [-106.13351851832353, 41.49351851841252], [-106.13351851832353, 41.486851851738685]]]}"
MBR-001029,41.490185,-106.120093,8354.0,27.0,126.0,SE,below_treeline,False,False,2,2,"41.490185,-106.120093","{""type"": ""Polygon"", ""coordinates"": [[[-106.12453703683238, 41.486851851738685], [-106.11564814793394, 41.486851851738685], [-106.11564814793394, 41.49351851841252], [-106.12453703683238, 41.49351851841252], [-106.12453703683238, 41.486851851738685]]]}"
MBR-001030,41.490185,-106.111111,8199.0,23.3,88.0,E,below_treeline,False,False,1,1,"41.490185,-106.111111","{""type"": ""Polygon"", ""coordinates"": [[[-106.11555555534123, 41.486851851738685], [-106.10666666644279, 41.486851851738685], [-106.10666666644279, 41.49351851841252], [-106.11555555534123, 41.49351851841252], [-106.11555555534123, 41.486851851738685]]]}"
MBR-001031,41.490185,-106.10213,8192.0,23.5,211.0,SW,below_treeline,False,False,1,1,"41.490185,-106.102130","{""type"": ""Polygon"", ""coordinates"": [[[-106.1065740738501, 41.486851851738685], [-106.09768518495166, 41.486851851738685], [-106.09768518495166, 41.49351851841252], [-106.1065740738501, 41.49351851841252], [-106.1065740738501, 41.486851851738685]]]}"
MBR-001032,41.490185,-106.093148,8168.0,24.4,119.0,SE,below_treeline,False,False,1,1,"41.490185,-106.093148","{""type"": ""Polygon"", ""coordinates"": [[[-106.09759259235895, 41.486851851738685], [-106.08870370346051, 41.486851851738685], [-106.08870370346051, 41.49351851841252], [-106.09759259235895, 41.49351851841252], [-106.09759259235895, 41.486851851738685]]]}"
MBR-001033,41.490185,-106.084167,7866.0,17.0,91.0,E,below_treeline,False,False,1,1,"41.490185,-106.084167","{""type"": ""Polygon"", ""coordinates"": [[[-106.0886111108678, 41.486851851738685], [-106.07972222196936, 41.486851851738685], [-106.07972222196936, 41.49351851841252], [-106.0886111108678, 41.49351851841252], [-106.0886111108678, 41.486851851738685]]]}"
MBR-001034,41.490185,-106.066204,7835.0,27.1,186.0,S,below_treeline,False,False,2,2,"41.490185,-106.066204","{""type"": ""Polygon"", ""coordinates"": [[[-106.07064814788552, 41.486851851738685], [-106.06175925898708, 41.486851851738685], [-106.06175925898708, 41.49351851841252], [-106.07064814788552, 41.49351851841252], [-106.07064814788552, 41.486851851738685]]]}"
MBR-001035,41.490185,-106.057222,7844.0,18.5,201.0,S,below_treeline,False,False,1,1,"41.490185,-106.057222","{""type"": ""Polygon"", ""coordinates"": [[[-106.06166666639437, 41.486851851738685], [-106.05277777749593, 41.486851851738685], [-106.05277777749593, 41.49351851841252], [-106.06166666639437, 41.49351851841252], [-106.06166666639437, 41.486851851738685]]]}"
MBR-001036,41.490185,-106.048241,7836.0,27.4,153.0,SE,below_treeline,False,False,2,2,"41.490185,-106.048241","{""type"": ""Polygon"", ""coordinates"": [[[-106.05268518490324, 41.486851851738685], [-106.0437962960048, 41.486851851738685], [-106.0437962960048, 41.49351851841252], [-106.05268518490324, 41.49351851841252], [-106.05268518490324, 41.486851851738685]]]}"
