cell_id,lat,lon,elevation_ft,slope_deg,aspect_deg,aspect_cardinal,elevation_band,avy_slope,north_facing,terrain_risk_score,composite_risk_score,geopoint,geoshape
MBR-001037,41.483426,-106.641019,7837.0,39.4,240.0,SW,below_treeline,True,False,2,2,"41.483426,-106.641019","{""type"": ""Polygon"", ""coordinates"": [[[-106.6454629633187, 41.480092592472154], [-106.63657407442027, 41.480092592472154], [-106.63657407442027, 41.48675925914599], [-106.6454629633187, 41.48675925914599], [-106.6454629633187, 41.480092592472154]]]}"
MBR-001038,41.483426,-106.632037,8168.0,34.5,242.0,SW,below_treeline,True,False,2,2,"41.483426,-106.632037","{""type"": ""Polygon"", ""coordinates"": [[[-106.63648148182756, 41.480092592472154], [-106.62759259292912, 41.480092592472154], [-106.62759259292912, 41.48675925914599], [-106.63648148182756, 41.48675925914599], [-106.63648148182756, 41.480092592472154]]]}"
MBR-001039,41.483426,-106.623056,8362.0,29.0,231.0,SW,below_treeline,False,False,2,2,"41.483426,-106.623056","{""type"": ""Polygon"", ""coordinates"": [[[-106.62750000033643, 41.480092592472154], [-106.61861111143799, 41.480092592472154], [-106.61861111143799, 41.48675925914599], [-106.62750000033643, 41.48675925914599], [-106.62750000033643, 41.480092592472154]]]}"
MBR-001040,41.483426,-106.614074,8709.0,30.0,226.0,SW,below_treeline,False,False,2,2,"41.483426,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.480092592472154], [-106.60962962994684, 41.480092592472154], [-106.60962962994684, 41.48675925914599], [-106.61851851884528, 41.48675925914599], [-106.61851851884528, 41.480092592472154]]]}"
MBR-001041,41.483426,-106.605093,8655.0,33.5,151.0,SE,below_treeline,True,False,2,2,"41.483426,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.480092592472154], [-106.60064814845569, 41.480092592472154], [-106.60064814845569, 41.48675925914599], [-106.60953703735413, 41.48675925914599], [-106.60953703735413, 41.480092592472154]]]}"
MBR-001042,41.483426,-106.596111,8661.0,37.3,219.0,SW,below_treeline,True,False,2,2,"41.483426,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.480092592472154], [-106.59166666696456, 41.480092592472154], [-106.59166666696456, 41.48675925914599], [-106.600555555863, 41.48675925914599], [-106.600555555863, 41.480092592472154]]]}"
MBR-001043,41.483426,-106.58713,8923.0,33.5,217.0,SW,below_treeline,True,False,2,2,"41.483426,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.480092592472154], [-106.58268518547341, 41.480092592472154], [-106.58268518547341, 41.48675925914599], [-106.59157407437185, 41.48675925914599], [-106.59157407437185, 41.480092592472154]]]}"
MBR-001044,41.483426,-106.578148,8766.0,34.9,145.0,SE,below_treeline,True,False,2,2,"41.483426,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.480092592472154], [-106.57370370398226, 41.480092592472154], [-106.57370370398226, 41.48675925914599], [-106.5825925928807, 41.48675925914599], [-106.5825925928807, 41.480092592472154]]]}"
MBR-001045,41.483426,-106.569167,8486.0,37.9,182.0,S,below_treeline,True,False,2,2,"41.483426,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.480092592472154], [-106.56472222249111, 41.480092592472154], [-106.56472222249111, 41.48675925914599], [-106.57361111138955, 41.48675925914599], [-106.57361111138955, 41.480092592472154]]]}"
MBR-001046,41.483426,-106.560185,8640.0,32.5,171.0,S,below_treeline,True,False,2,2,"41.483426,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.480092592472154], [-106.55574074099998, 41.480092592472154], [-106.55574074099998, 41.48675925914599], [-106.56462962989842, 41.48675925914599], [-106.56462962989842, 41.480092592472154]]]}"
MBR-001047,41.483426,-106.551204,8525.0,33.2,177.0,S,below_treeline,True,False,2,2,"41.483426,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.480092592472154], [-106.54675925950883, 41.480092592472154], [-106.54675925950883, 41.48675925914599], [-106.55564814840727, 41.48675925914599], [-106.55564814840727, 41.480092592472154]]]}"
MBR-001048,41.483426,-106.542222,8468.0,16.3,231.0,SW,below_treeline,False,False,1,1,"41.483426,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.480092592472154], [-106.53777777801768, 41.480092592472154], [-106.53777777801768, 41.48675925914599], [-106.54666666691612, 41.48675925914599], [-106.54666666691612, 41.480092592472154]]]}"
MBR-001049,41.483426,-106.533241,8507.0,36.9,195.0,S,below_treeline,True,False,2,2,"41.483426,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.480092592472154], [-106.52879629652655, 41.480092592472154], [-106.52879629652655, 41.48675925914599], [-106.53768518542499, 41.48675925914599], [-106.53768518542499, 41.480092592472154]]]}"
MBR-001050,41.483426,-106.524259,8658.0,24.1,138.0,SE,below_treeline,False,False,1,1,"41.483426,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.480092592472154], [-106.5198148150354, 41.480092592472154], [-106.5198148150354, 41.48675925914599], [-106.52870370393384, 41.48675925914599], [-106.52870370393384, 41.480092592472154]]]}"
MBR-001051,41.483426,-106.515278,8484.0,27.8,133.0,SE,below_treeline,False,False,2,2,"41.483426,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.480092592472154], [-106.51083333354426, 41.480092592472154], [-106.51083333354426, 41.48675925914599], [-106.5197222224427, 41.48675925914599], [-106.5197222224427, 41.480092592472154]]]}"
MBR-001052,41.483426,-106.506296,8588.0,39.3,190.0,S,below_treeline,True,False,2,2,"41.483426,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.480092592472154], [-106.50185185205311, 41.480092592472154], [-106.50185185205311, 41.48675925914599], [-106.51074074095155, 41.48675925914599], [-106.51074074095155, 41.480092592472154]]]}"
MBR-001053,41.483426,-106.497315,8619.0,32.3,186.0,S,below_treeline,True,False,2,2,"41.483426,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.480092592472154], [-106.49287037056197, 41.480092592472154], [-106.49287037056197, 41.48675925914599], [-106.50175925946041, 41.48675925914599], [-106.50175925946041, 41.480092592472154]]]}"
MBR-001054,41.483426,-106.488333,8698.0,38.5,176.0,S,below_treeline,True,False,2,2,"41.483426,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.480092592472154], [-106.48388888907083, 41.480092592472154], [-106.48388888907083, 41.48675925914599], [-106.49277777796927, 41.48675925914599], [-106.49277777796927, 41.480092592472154]]]}"
MBR-001055,41.483426,-106.479352,8616.0,20.8,81.0,E,below_treeline,False,False,1,1,"41.483426,-106.479352","{""type"": ""Polygon"", ""coordinates"": [[[-106.48379629647812, 41.480092592472154], [-106.47490740757968, 41.480092592472154], [-106.47490740757968, 41.48675925914599], [-106.48379629647812, 41.48675925914599], [-106.48379629647812, 41.480092592472154]]]}"
MBR-001056,41.483426,-106.47037,8471.0,28.5,65.0,NE,below_treeline,False,True,2,2,"41.483426,-106.470370","{""type"": ""Polygon"", ""coordinates"": [[[-106.47481481498698, 41.480092592472154], [-106.46592592608854, 41.480092592472154], [-106.46592592608854, 41.48675925914599], [-106.47481481498698, 41.48675925914599], [-106.47481481498698, 41.480092592472154]]]}"
MBR-001057,41.483426,-106.461389,8451.0,35.7,158.0,S,below_treeline,True,False,2,2,"41.483426,-106.461389","{""type"": ""Polygon"", ""coordinates"": [[[-106.46583333349584, 41.480092592472154], [-106.4569444445974, 41.480092592472154], [-106.4569444445974, 41.48675925914599], [-106.46583333349584, 41.48675925914599], [-106.46583333349584, 41.480092592472154]]]}"
MBR-001058,41.483426,-106.452407,8480.0,29.6,183.0,S,below_treeline,False,False,2,2,"41.483426,-106.452407","{""type"": ""Polygon"", ""coordinates"": [[[-106.45685185200469, 41.480092592472154], [-106.44796296310625, 41.480092592472154], [-106.44796296310625, 41.48675925914599], [-106.45685185200469, 41.48675925914599], [-106.45685185200469, 41.480092592472154]]]}"
MBR-001059,41.483426,-106.443426,8752.0,27.2,130.0,SE,below_treeline,False,False,2,2,"41.483426,-106.443426","{""type"": ""Polygon"", ""coordinates"": [[[-106.44787037051356, 41.480092592472154], [-106.43898148161512, 41.480092592472154], [-106.43898148161512, 41.48675925914599], [-106.44787037051356, 41.48675925914599], [-106.44787037051356, 41.480092592472154]]]}"
MBR-001060,41.483426,-106.434444,8775.0,33.5,187.0,S,below_treeline,True,False,2,2,"41.483426,-106.434444","{""type"": ""Polygon"", ""coordinates"": [[[-106.43888888902241, 41.480092592472154], [-106.43000000012397, 41.480092592472154], [-106.43000000012397, 41.48675925914599], [-106.43888888902241, 41.48675925914599], [-106.43888888902241, 41.480092592472154]]]}"
MBR-001061,41.483426,-106.425463,8790.0,33.8,245.0,SW,below_treeline,True,False,2,2,"41.483426,-106.425463","{""type"": ""Polygon"", ""coordinates"": [[[-106.42990740753126, 41.480092592472154], [-106.42101851863282, 41.480092592472154], [-106.42101851863282, 41.48675925914599], [-106.42990740753126, 41.48675925914599], [-106.42990740753126, 41.480092592472154]]]}"
MBR-001062,41.483426,-106.416481,8946.0,14.0,218.0,SW,below_treeline,False,False,1,1,"41.483426,-106.416481","{""type"": ""Polygon"", ""coordinates"": [[[-106.42092592604011, 41.480092592472154], [-106.41203703714167, 41.480092592472154], [-106.41203703714167, 41.48675925914599], [-106.42092592604011, 41.48675925914599], [-106.42092592604011, 41.480092592472154]]]}"
MBR-001063,41.483426,-106.4075,8935.0,21.8,136.0,SE,below_treeline,False,False,1,1,"41.483426,-106.407500","{""type"": ""Polygon"", ""coordinates"": [[[-106.41194444454898, 41.480092592472154], [-106.40305555565054, 41.480092592472154], [-106.40305555565054, 41.48675925914599], [-106.41194444454898, 41.48675925914599], [-106.41194444454898, 41.480092592472154]]]}"
MBR-001064,41.483426,-106.398519,8963.0,25.2,217.0,SW,below_treeline,False,False,2,2,"41.483426,-106.398519","{""type"": ""Polygon"", ""coordinates"": [[[-106.40296296305783, 41.480092592472154], [-106.39407407415939, 41.480092592472154], [-106.39407407415939, 41.48675925914599], [-106.40296296305783, 41.48675925914599], [-106.40296296305783, 41.480092592472154]]]}"
MBR-001065,41.483426,-106.389537,9086.0,17.6,258.0,W,below_treeline,False,False,1,1,"41.483426,-106.389537","{""type"": ""Polygon"", ""coordinates"": [[[-106.39398148156668, 41.480092592472154], [-106.38509259266824, 41.480092592472154], [-106.38509259266824, 41.48675925914599], [-106.39398148156668, 41.48675925914599], [-106.39398148156668, 41.480092592472154]]]}"
MBR-001066,41.483426,-106.380556,9206.0,30.6,225.0,SW,below_treeline,True,False,2,2,"41.483426,-106.380556","{""type"": ""Polygon"", ""coordinates"": [[[-106.38500000007555, 41.480092592472154], [-106.37611111117711, 41.480092592472154], [-106.37611111117711, 41.48675925914599], [-106.38500000007555, 41.48675925914599], [-106.38500000007555, 41.480092592472154]]]}"
MBR-001067,41.483426,-106.371574,9172.0,28.4,150.0,SE,below_treeline,False,False,2,2,"41.483426,-106.371574","{""type"": ""Polygon"", ""coordinates"": [[[-106.3760185185844, 41.480092592472154], [-106.36712962968596, 41.480092592472154], [-106.36712962968596, 41.48675925914599], [-106.3760185185844, 41.48675925914599], [-106.3760185185844, 41.480092592472154]]]}"
MBR-001068,41.483426,-106.362593,9120.0,29.0,161.0,S,below_treeline,False,False,2,2,"41.483426,-106.362593","{""type"": ""Polygon"", ""coordinates"": [[[-106.36703703709325, 41.480092592472154], [-106.35814814819481, 41.480092592472154], [-106.35814814819481, 41.48675925914599], [-106.36703703709325, 41.48675925914599], [-106.36703703709325, 41.480092592472154]]]}"
MBR-001069,41.483426,-106.353611,9115.0,20.7,204.0,SW,below_treeline,False,False,1,1,"41.483426,-106.353611","{""type"": ""Polygon"", ""coordinates"": [[[-106.3580555556021, 41.480092592472154], [-106.34916666670367, 41.480092592472154], [-106.34916666670367, 41.48675925914599], [-106.3580555556021, 41.48675925914599], [-106.3580555556021, 41.480092592472154]]]}"
MBR-001070,41.483426,-106.34463,9152.0,24.2,164.0,S,below_treeline,False,False,1,1,"41.483426,-106.344630","{""type"": ""Polygon"", ""coordinates"": [[[-106.34907407411097, 41.480092592472154], [-106.34018518521253, 41.480092592472154], [-106.34018518521253, 41.48675925914599], [-106.34907407411097, 41.48675925914599], [-106.34907407411097, 41.480092592472154]]]}"
MBR-001071,41.483426,-106.335648,9078.0,22.6,180.0,S,below_treeline,False,False,1,1,"41.483426,-106.335648","{""type"": ""Polygon"", ""coordinates"": [[[-106.34009259261983, 41.480092592472154], [-106.33120370372139, 41.480092592472154], [-106.33120370372139, 41.48675925914599], [-106.34009259261983, 41.48675925914599], [-106.34009259261983, 41.480092592472154]]]}"
MBR-001072,41.483426,-106.326667,9172.0,22.9,265.0,W,below_treeline,False,False,1,1,"41.483426,-106.326667","{""type"": ""Polygon"", ""coordinates"": [[[-106.33111111112868, 41.480092592472154], [-106.32222222223024, 41.480092592472154], [-106.32222222223024, 41.48675925914599], [-106.33111111112868, 41.48675925914599], [-106.33111111112868, 41.480092592472154]]]}"
MBR-001073,41.483426,-106.317685,9314.0,26.8,256.0,W,below_treeline,False,False,2,2,"41.483426,-106.317685","{""type"": ""Polygon"", ""coordinates"": [[[-106.32212962963754, 41.480092592472154], [-106.3132407407391, 41.480092592472154], [-106.3132407407391, 41.48675925914599], [-106.32212962963754, 41.48675925914599], [-106.32212962963754, 41.480092592472154]]]}"
MBR-001074,41.483426,-106.308704,9546.0,25.9,256.0,W,near_treeline,False,False,2,2,"41.483426,-106.308704","{""type"": ""Polygon"", ""coordinates"": [[[-106.3131481481464, 41.480092592472154], [-106.30425925924796, 41.480092592472154], [-106.30425925924796, 41.48675925914599], [-106.3131481481464, 41.48675925914599], [-106.3131481481464, 41.480092592472154]]]}"
MBR-001075,41.483426,-106.299722,9890.0,20.9,256.0,W,near_treeline,False,False,1,1,"41.483426,-106.299722","{""type"": ""Polygon"", ""coordinates"": [[[-106.30416666665525, 41.480092592472154], [-106.29527777775681, 41.480092592472154], [-106.29527777775681, 41.48675925914599], [-106.30416666665525, 41.48675925914599], [-106.30416666665525, 41.480092592472154]]]}"
MBR-001076,41.483426,-106.290741,9924.0,11.9,95.0,E,near_treeline,False,False,1,1,"41.483426,-106.290741","{""type"": ""Polygon"", ""coordinates"": [[[-106.29518518516412, 41.480092592472154], [-106.28629629626568, 41.480092592472154], [-106.28629629626568, 41.48675925914599], [-106.29518518516412, 41.48675925914599], [-106.29518518516412, 41.480092592472154]]]}"
MBR-001077,41.483426,-106.281759,9794.0,27.4,84.0,E,near_treeline,False,False,2,2,"41.483426,-106.281759","{""type"": ""Polygon"", ""coordinates"": [[[-106.28620370367297, 41.480092592472154], [-106.27731481477453, 41.480092592472154], [-106.27731481477453, 41.48675925914599], [-106.28620370367297, 41.48675925914599], [-106.28620370367297, 41.480092592472154]]]}"
MBR-001078,41.483426,-106.272778,9832.0,24.7,250.0,W,near_treeline,False,False,1,1,"41.483426,-106.272778","{""type"": ""Polygon"", ""coordinates"": [[[-106.27722222218182, 41.480092592472154], [-106.26833333328338, 41.480092592472154], [-106.26833333328338, 41.48675925914599], [-106.27722222218182, 41.48675925914599], [-106.27722222218182, 41.480092592472154]]]}"
MBR-001079,41.483426,-106.263796,10001.0,14.3,254.0,W,near_treeline,False,False,1,1,"41.483426,-106.263796","{""type"": ""Polygon"", ""coordinates"": [[[-106.26824074069067, 41.480092592472154], [-106.25935185179223, 41.480092592472154], [-106.25935185179223, 41.48675925914599], [-106.26824074069067, 41.48675925914599], [-106.26824074069067, 41.480092592472154]]]}"
MBR-001080,41.483426,-106.254815,10009.0,38.8,158.0,S,near_treeline,True,False,2,2,"41.483426,-106.254815","{""type"": ""Polygon"", ""coordinates"": [[[-106.25925925919954, 41.480092592472154], [-106.2503703703011, 41.480092592472154], [-106.2503703703011, 41.48675925914599], [-106.25925925919954, 41.48675925914599], [-106.25925925919954, 41.480092592472154]]]}"
MBR-001081,41.483426,-106.245833,9565.0,36.3,150.0,SE,near_treeline,True,False,2,2,"41.483426,-106.245833","{""type"": ""Polygon"", ""coordinates"": [[[-106.25027777770839, 41.480092592472154], [-106.24138888880995, 41.480092592472154], [-106.24138888880995, 41.48675925914599], [-106.25027777770839, 41.48675925914599], [-106.25027777770839, 41.480092592472154]]]}"
MBR-001082,41.483426,-106.236852,9821.0,36.2,241.0,SW,near_treeline,True,False,2,2,"41.483426,-106.236852","{""type"": ""Polygon"", ""coordinates"": [[[-106.24129629621724, 41.480092592472154], [-106.2324074073188, 41.480092592472154], [-106.2324074073188, 41.48675925914599], [-106.24129629621724, 41.48675925914599], [-106.24129629621724, 41.480092592472154]]]}"
MBR-001083,41.483426,-106.22787,9936.0,12.3,99.0,E,near_treeline,False,False,1,1,"41.483426,-106.227870","{""type"": ""Polygon"", ""coordinates"": [[[-106.23231481472611, 41.480092592472154], [-106.22342592582767, 41.480092592472154], [-106.22342592582767, 41.48675925914599], [-106.23231481472611, 41.48675925914599], [-106.23231481472611, 41.480092592472154]]]}"
